"address","GreenLeader_Observed","GreenLeader_Predictions","lng","lat"
"Avenida de Baldomer Gili i Roig 20, 17210 Calella de Palafrugell, Palafrugell Spain",0,0,3.1790642,41.8877203
"Avenida de Bruselas S/N, 38660, Adeje, Tenerife Spain",0,1,-16.7353631,28.0895941
"Avenida de Cala Egos, S/N, 07660 Cala d'Or, Majorca Spain",0,1,3.2266541,39.3620045
"Avenida de Castilla - la Mancha 5, 12200, Onda Spain",0,0,-0.2474466,39.9656903
"Avenida de Colon, 22, 38400 Puerto de la Cruz, Tenerife Spain",0,1,-16.5414978,28.4167047
"Avenida de Colon, 38660, Adeje, Tenerife Spain",0,0,-16.7338624,28.0778336
"Avenida de Concepcion Arenal 51 Santa Cruz, 15179 Oleiros Spain",0,0,-8.3463299,43.3486903
"Avenida de Espana 6 San Eugenio Bajo, 38660, Adeje, Tenerife Spain",0,0,-16.7333911,28.0800261
"Avenida de Estados Unidos, 32, 35100 Playa del Ingles, Maspalomas, Gran Canaria Spain",0,0,-15.5710468,27.7566612
"Avenida de Europa, 29630, Benalmadena Spain",0,0,-4.5437093,36.5818461
"Avenida de Fernao de Magalhaes 45, Porto 4300-190 Portugal",0,0,-8.5978956,41.1509288
"Avenida de Fuente Amarga, s/n, 11130, Chiclana de la Frontera Spain",0,0,-6.1469654,36.412313
"Avenida de Gran Canaria 23, 35100 Playa del Ingles, Maspalomas, Gran Canaria Spain",0,0,-15.5703712,27.7626201
"Avenida de Gran Canaria, 6, 35100 Playa del Ingles, Maspalomas, Gran Canaria Spain",0,0,-15.5670663,27.760129
"Avenida de Isabel Manoja 9, 29620 Torremolinos Spain",0,0,-4.5013934,36.623098
"Avenida de Jose Maria Pereda 6 Sancibrian, 39110 Santander Spain",0,0,-3.8759615,43.4641236
"Avenida de Jose Ribera N 25, 29604 Elviria, Marbella Spain",1,1,-4.7854576,36.4950909
"Avenida de Juan Bautista Lafora 6 Entreplanta, 03002 Alicante Spain",0,0,-0.4791052,38.3453041
"Avenida de La Cruz Roja 38 Primera Linea De Mar, 11550 Chipiona Spain",0,0,-6.4400332,36.7347135
"Avenida de Madrid 12, 35100 Playa del Ingles, Maspalomas, Gran Canaria Spain",0,0,-15.5634438,27.7619982
"Avenida de Mogan 13, 35130 Puerto Rico, Gran Canaria Spain",0,0,-15.7130867,27.7880753
"Avenida de Montevideu 236, Porto 4150-516 Portugal",0,0,-8.6844278,41.1614996
"Avenida de Panama, 5, 03502 Benidorm Spain",0,0,-0.1371585,38.5398152
"Avenida de Roma 8, 43005 Tarragona Spain",0,1,1.2424454,41.1182441
"Avenida de Ruperto Gonzalez Negrin 9, 35600, Puerto del Rosario, Fuerteventura Spain",0,0,-13.8577056,28.4990806
"Avenida de San Carlos 6, 29630, Benalmadena Spain",0,0,-4.5240904,36.5974761
"Avenida de San Francisco 15 Urbanizacion Oasis del Sur, 38650 Los Cristianos, Arona, Tenerife Spain",0,0,-16.7046101,28.0558317
"Avenida de Sevilla 58, 11550 Chipiona Spain",0,1,-6.4388904,36.7330151
"Avenida de Sevilla 88 Paseo Costa de la Luz 83, 11550 Chipiona Spain",0,0,-6.4393522,36.7308093
"Avenida de Tenerife 10, 35100 Playa del Ingles, Maspalomas, Gran Canaria Spain",0,0,-15.5665111,27.763682
"Avenida de Tirajana 1, 35100 Playa del Ingles, Maspalomas, Gran Canaria Spain",1,1,-15.5770699,27.7490723
"Avenida de la Ciudad de Pescia S/N, 29780 Nerja Spain",0,1,-3.8739848,36.7550672
"Avenida de la Constitucion 21, 28850 Torrejon De Ardoz Spain",0,0,-3.4792586,40.4559428
"Avenida de la Cornisa 19, 35130 Puerto Rico, Gran Canaria Spain",0,1,-15.7186568,27.7890006
"Avenida de la Libertad, 14011 Cordoba Spain",0,1,-4.786606,37.8904575
"Avenida de la Mojarra, 21409, Ayamonte, Isla Canela Spain",0,0,-7.3425581,37.1846151
"Avenida de la Palma 5, 17320 Tossa de Mar Spain",0,0,2.9322273,41.7212197
"Avenida de la Playa 6, 21409, Ayamonte, Isla Canela Spain",0,0,-7.3767611,37.1729784
"Avenida de la Virgen de la Pena 2, 35610 Caleta de Fuste, Antigua, Fuerteventura Spain",0,0,-13.8650721,28.3966481
"Avenida de las Islas Canarias 17 Hotel Club Siroco & Serenity - Solo Adultos, 35508 Costa Teguise, Lanzarote Spain",0,1,-13.4835795,29.0044532
"Avenida de las Islas Canarias N 8, 35508 Costa Teguise, Lanzarote Spain",0,0,-13.4910122,28.9995476
"Avenida del Castillo 115, 24401 Ponferrada Spain",0,0,-6.5922287,42.5427664
"Avenida del Grau 142, 46730, Gandia Spain",0,0,-0.1634527,38.9861542
"Avenida del Mar, 21, 08398 Santa Susanna Spain",0,0,2.7257765,41.6358178
"Avenida del Oasis 21, 35100, Maspalomas, Gran Canaria Spain",0,0,-15.594774,27.7368371
"Avenida del Padre Guasch 9 Carretera de la Iglesia, 07840, Santa Eulalia del Rio, Ibiza Spain",0,0,1.530433,38.9832597
"Avenida del Parque 1, 29630, Benalmadena Spain",0,0,-4.5293115,36.5912199
"Avenida del Principe 71, 28300 Aranjuez Spain",0,0,-3.5980642,40.0361455
"Avenida del Puerto 20, 46021, Valencia Spain",0,0,-0.3590367,39.4676603
"Avenida del Puerto Rico 11, 03140 Guardamar del Segura Spain",0,0,-0.6491097,38.0832179
"Avenida del Sol 5, 29630, Benalmadena Spain",0,1,-4.5351277,36.5826453
"Avenida do Lago, Estoril, Cascais 2765-420 Portugal",0,0,-9.4064002,38.7098704
"Avenida do Mar, Vale do Lobo, Loule 8135-034 Portugal",0,1,-8.051853,37.0514165
"Avenida dos Bombeiros Voluntarios, Valenca 4930-593 Portugal",0,0,-8.6449095,42.0261421
"Avenida dos Defensores de Chaves 22 4 Esq., Lisbon 1000-117 Portugal",0,0,-9.143063,38.7344801
"Avenida las Fuentes S/n, 12579 Alcossebre Spain",0,0,0.2846496,40.2530111
"Avenida las Gaviotas 32, 38660, Adeje, Tenerife Spain",0,1,-16.7549876,28.0991862
"Avenido de Madrid 28 San Bartolome De Tirajana, 35100 Playa del Ingles, Maspalomas, Gran Canaria Spain",0,0,-15.566013,27.7597935
"Avenue Adolphe Figuet-Clos des Tanneurs, 26100 Romans-sur-Isere France",0,0,5.059361,45.042717
"Avenue De Canteleu La Cousinerie, 59650 Villeneuve d'Ascq, Lille France",0,0,3.148769,50.6385884
"Avenue De La Gare 45-47, Luxembourg City 1611 Luxembourg",0,1,6.1332395,49.6025462
"Avenue De La Marne, RN 350, 59290 Wasquehal, Lille France",0,0,3.1156408,50.6821684
"Avenue Du Grand Basque Rn 117, 64100, Bayonne France",0,0,-1.4571994,43.4887046
"Avenue Jean Zuccarelli, 20200 Bastia, Corsica France",1,0,9.4445024,42.7033101
"Avenue Le Corbusier, 59777, Lille France",0,1,3.072754,50.638335
"Avenue Louis de Loncin 6, Durbuy 6940 Belgium",0,0,5.4556016,50.3542383
"Avenue Louise 381-383, Brussels 1050 Belgium",0,1,4.3699339,50.8204657
"Avenue Nestor Martin 3, Saint-Hubert 6870 Belgium",0,0,5.3694876,50.0257604
"Avenue Puerto Rico 29, 17320 Tossa de Mar Spain",0,1,2.9270374,41.7234118
"Avenue Rene Cassin Les Espaluns, 83160 Toulon France",0,0,6.0048895,43.1405332
"Avenue Saint Caprais de Cantemerle, route D'Albi - Rn 8, 31240 L'Union France",0,0,1.4716464,43.6453712
"Avenue Tony Garnier 1 rue Jules Carteret, 69007 Lyon France",0,1,4.8402723,45.7262205
"Avenue de Villez 6, La Roche-en-Ardenne 6980 Belgium",0,0,5.5830946,50.1794902
"Avenue de l'Europe, 34280 La Grande-Motte France",0,0,4.0901479,43.5582043
"Avenue de la 1ere Division Francaise Libre, 13200, Arles France",0,1,4.618291,43.6714922
"Avenue de la Falaise, 17340 Chatelaillon-Plage France",0,0,-1.089928,46.0602469
"Avenue de la Gavine Port Saint Pierre, 83400, Hyeres France",0,0,6.1574786,43.0800713
"Avenue de la Resistance, 84390 Sault France",0,0,5.4103541,44.0935681
"Avenue des Anciens Combattants 1, Evere, Brussels 1140 Belgium",0,1,4.4139486,50.8591571
"Avenue des Muriers Portiragnes-Plage, 34420 Portiragnes France",0,0,3.3634127,43.2806006
"Avenue des Olympiades, 94120 Fontenay-sous-Bois France",0,1,2.4853955,48.8552714
"Avenue des Terrasses du Levant, 66140 Canet-en-Roussillon France",0,0,3.032207,42.6786534
"Avenue des Thermes, 01220 Divonne-les-Bains France",0,0,6.1377113,46.3584965
"Avenue des sources, 76440 Forges-les-Eaux France",0,1,1.5352059,49.6096095
"Avenue du Boulevard 17, Saint-Josse-ten-Noode, Brussels 1210 Belgium",0,1,4.3571036,50.85647
"Avenue du General Leclerc Haute Ville, 20137, Porto-Vecchio, Corsica France",0,0,9.2784651,41.5927929
"Avenue du Tuc, 40660 Moliets et Maa France",0,0,-1.38272,43.849606
"Avienda Mar del Sur 106 Sotogrande, 11312 Torreguadiaro Spain",0,0,-5.270049,36.3002255
"Avinguda Castello 2, 12560 Benicasim Spain",0,0,0.0616671,40.054182
"Avinguda Cavall Bernat S/N, 07469 Cala San Vincente, Majorca Spain",0,0,3.0512783,39.9178923
"Avinguda De Castell D'Aro, 2, 17250 Platja d'Aro Spain",0,0,3.0662676,41.8180024
"Avinguda De Franca, 13, 17481 Sant Julia  De Ramis Spain",0,0,2.8247397,42.0222562
"Avinguda Del Cavall Bernat 122, 17250 Platja d'Aro Spain",0,0,3.0723811,41.8221575
"Avinguda Olof Palme 24, 08840 Viladecans Spain",0,1,2.0273573,41.3102234
"Avinguda Port Canigo 15 30 Santa Margarita, 17480 Roses Spain",0,0,3.1422781,42.2695232
"Avinguda Punta Arabi S/N, 07840 Es Canar, Santa Eulalia del Rio, Ibiza Spain",0,0,1.5777664,38.9958783
"Avinguda Punta Arabi, 65, 07840 Es Canar, Santa Eulalia del Rio, Ibiza Spain",0,0,1.5792645,38.999314
"Avinguda de Gabriel Roca, 11, 07014 Palma de Mallorca, Majorca Spain",0,1,2.6309074,39.5686138
"Avinguda de Gabriel Roca, 29, 07014 Palma de Mallorca, Majorca Spain",1,1,2.6277827,39.5647995
"Avinguda de Joan Miro, 74, 07015 Palma de Mallorca, Majorca Spain",0,0,2.6246619,39.5608946
"Avinguda de Joan Servera Camps 11, 07680 Porto Cristo, Majorca Spain",0,0,3.3326679,39.5360879
"Avinguda de Rhode 281, 1, 17480 Roses Spain",0,0,3.1819444,42.2566667
"Avinguda del Mar 15, 08398 Santa Susanna Spain",0,0,2.7212743,41.6337165
"Avinguda del Mar 20, 08398 Santa Susanna Spain",0,0,2.7240039,41.6357572
"Avinguda del Maresme 78 Ronda de Dalt exit 15, 08940 Cornella de Llobregat Spain",1,1,2.0904595,41.351523
"Avinguda del Parallel, 115, 08004 Barcelona Spain",0,0,2.1611846,41.3747873
"Avinguda del Portet 126, 03724 Moraira Spain",0,0,0.1451969,38.6886531
"Avon Street, Bristol BS2 0PS England",1,1,-2.5790543,51.4517532
"Avondale Road, Seaford BN25 1RJ England",0,0,0.1047511,50.7742617
"Avram Iancu 442 - 446, Floresti 407280 Romania",NA,0,23.5203832,46.7512038
"Ayia Napa 5340 Cyprus",NA,1,34.0140113,34.9922836
"Ayios Andreas Argyrokastrou 2, Nicosia 1100 Cyprus",NA,0,33.3426087,35.1743734
"Ayiou Georgiou 5, Chloraka 8106 Cyprus",NA,0,32.4070834,34.798533
"Azinhaga Casa Branca 7, Funchal, Madeira 9004-543 Portugal",0,0,-16.9288973,32.641878
"B-Dul Tudor Vladimirescu Nr. 9, Eforie 905350 Romania",NA,0,28.637683,44.067755
"B-dul Aerogarii Nr. 17, Sector 1, Bucharest 014052 Romania",NA,0,26.0824945,44.4942685
"B-dul Mamaia nr 471, Constanta 900001 Romania",NA,0,28.6186847,44.252666
"B-dul Nicolae Balcescu 18A, Deva 340159 Romania",NA,0,22.9153826,45.8699138
"B-dul Republicii, Nr. 7, Pitesti 110062 Romania",NA,0,24.8662856,44.8608188
"B. Martinu 1884/1, Novy Jicin 741 01 Czech Republic",NA,0,17.9995915,49.5900702
"B.S. Timravy 2, Trnava 917 01 Slovakia",NA,0,17.5916297,48.3711589
"Baba Vida 2, Vidin 3700 Bulgaria",NA,0,22.8807955,43.9870271
"Babits Mihaly ut 8., Esztergom 2500 Hungary",NA,0,18.7482539,47.7914754
"Bachikova 18, Kosice 040 01 Slovakia",NA,0,21.2517026,48.7256394
"Backergasse 17, 39040 Ora Italy",0,0,11.3106483,46.3661675
"Badenerstrasse 357 8003 Zurich, Zurich 8003 Switzerland",0,1,8.5093026,47.3784855
"Badhuisstraat 3, 4381 LM Vlissingen The Netherlands",0,0,3.5716644,51.4454252
"Badhuisweg 2, 4357 AV Domburg The Netherlands",0,0,3.4959118,51.5654498
"Badstr. 42, 79410 Badenweiler, Baden-Wurttemberg Germany",0,0,7.685668,47.8029994
"Badstrasse 11, 17424 Seebad Heringsdorf, Usedom Island, Mecklenburg-West Pomerania Germany",0,0,14.16069,53.9614298
"Badstrasse 2, Bad Schallerbach 4701 Austria",0,0,13.9197318,48.2305941
"Badweg 200, 1796 AA De Koog, Texel The Netherlands",0,0,4.7567813,53.101933
"Baederstr. 46, 56864 Bad Bertrich, Rhineland-Palatinate Germany",0,0,7.0380641,50.0725899
"Baerengasse 1, Andermatt 6490 Switzerland",0,0,8.5913093,46.6399113
"Baerenplatz 7, 88069 Tettnang, Baden-Wurttemberg Germany",0,0,9.5889187,47.6715068
"Bahnhofplatz 1, 56068 Koblenz, Rhineland-Palatinate Germany",0,0,7.5897238,50.3516126
"Bahnhofplatz 18, Zermatt 3920 Switzerland",0,1,7.7497112,46.0241214
"Bahnhofplatz 2, 84032 Landshut, Bavaria Germany",0,0,12.1360497,48.5466931
"Bahnhofplatz 2, Filisur 7477 Switzerland",0,0,9.6840421,46.6753356
"Bahnhofplatz 4-6, 88131, Lindau, Bavaria Germany",0,0,9.6814401,47.5447246
"Bahnhofplatz 5, 75175 Pforzheim, Baden-Wurttemberg Germany",0,0,8.7030566,48.8931413
"Bahnhofplatz 6, 78462 Konstanz, Baden-Wurttemberg Germany",0,1,9.1764811,47.6591183
"Bahnhofplatz, Frauenfeld 8500 Switzerland",0,0,8.8970941,47.5581863
"Bahnhofsplatz 3, 65549 Limburg, Hesse Germany",0,0,8.0613936,50.3851994
"Bahnhofsplatz 9, 46535 Dinslaken, North Rhine-Westphalia Germany",0,0,6.7364852,51.5672773
"Bahnhofstr. 1, 85737 Ismaning, Bavaria Germany",0,0,11.67826,48.2249495
"Bahnhofstr. 1-3, 90402 Nuremberg, Bavaria Germany",1,1,11.0825306,49.4478549
"Bahnhofstr. 11, 15230 Frankfurt (Oder), Brandenburg Germany",0,0,14.546195,52.3382433
"Bahnhofstr. 14, 49324, Melle, Lower Saxony Germany",0,0,8.3434603,52.2085675
"Bahnhofstr. 17, 26655 Westerstede, Lower Saxony Germany",0,0,7.9283553,53.2569744
"Bahnhofstr. 18, 15898 Neuzelle, Brandenburg Germany",0,0,14.6488503,52.0919366
"Bahnhofstr. 19, 86641 Rain, Bavaria Germany",0,0,10.9193103,48.6927362
"Bahnhofstr. 2-4, 34513 Waldeck, Hesse Germany",0,0,9.0640122,51.2051588
"Bahnhofstr. 25, 31542 Bad Nenndorf, Lower Saxony Germany",0,0,9.3737562,52.337845
"Bahnhofstr. 39, 39539 Havelberg, Saxony-Anhalt Germany",0,0,12.0703929,52.8287895
"Bahnhofstr. 5, 52428 Julich, North Rhine-Westphalia Germany",0,0,6.3644565,50.9219783
"Bahnhofstr. 8-10, 86825 Bad Worishofen, Bavaria Germany",0,0,10.5972267,48.0055648
"Bahnhofstrasse 12 Klosters-Platz, Klosters 7250 Switzerland",0,0,9.8824599,46.8678166
"Bahnhofstrasse 14, Biel 2502 Switzerland",0,1,7.2442588,47.1343473
"Bahnhofstrasse 16, 90402 Nuremberg, Bavaria Germany",0,1,11.0869999,49.4470056
"Bahnhofstrasse 16, Interlaken 3800 Switzerland",0,0,7.8522664,46.6841196
"Bahnhofstrasse 16, Thalwil 8800 Switzerland",0,1,8.5659082,47.2955532
"Bahnhofstrasse 19, Westendorf 6363 Austria",0,0,12.2245884,47.442413
"Bahnhofstrasse 2 Vierwaldstättersee, Vitznau 6354 Switzerland",0,0,8.4828138,47.009886
"Bahnhofstrasse 2, Fugen 6263 Austria",0,0,11.8525077,47.3447024
"Bahnhofstrasse 2, Weinfelden 8570 Switzerland",0,0,9.1079132,47.5658575
"Bahnhofstrasse 28, Zermatt 3920 Switzerland",0,0,7.7470335,46.0222066
"Bahnhofstrasse 30, Lucerne 6003 Switzerland",0,0,8.3030792,47.0503408
"Bahnhofstrasse 35, 66953 Pirmasens, Rhineland-Palatinate Germany",0,0,7.6005902,49.2027502
"Bahnhofstrasse 35, Interlaken 3800 Switzerland",0,0,7.8522409,46.6833622
"Bahnhofstrasse 41 3920 Zermatt, Zermatt 3920 Switzerland",0,1,7.746579,46.0207024
"Bahnhofstrasse 69, 39104 Magdeburg, Saxony-Anhalt Germany",0,1,11.6279611,52.1303892
"Bahnhofstrasse 8, 28195 Bremen, State of Bremen Germany",0,0,8.81094,53.08093
"Bahnhofstrasse 9, Villach 9500 Austria",0,0,13.8487031,46.6164534
"Bahnstr. 53a, 19322 Wittenberge, Brandenburg Germany",0,0,11.75586,52.99581
"Baie De Pinarello, 20144 Sainte Lucie De Porto Vecchio, Zonza, Corsica France",0,0,9.367723,41.6826719
"Baie de Santa Giulia, 20538, Porto-Vecchio, Corsica France",0,0,9.2715852,41.5247753
"Baile Felix Str. Primaverii Nr. 21 Bihor, Baile Felix 417500 Romania",NA,0,21.9803942,46.989756
"Baile Felix nr. 112 A, Baile Felix 417496 Romania",NA,0,21.9799382,46.9894287
"Baixada de Sant Miguel, 2, 08002 Barcelona Spain",0,0,2.1764101,41.3813442
"Bajcsy-Zsilinszky Utca 14-16, Pecs 7622 Hungary",NA,0,18.2302794,46.0696368
"Bajcsy-Zsilinszky ut 14., Balatonalmadi 8220 Hungary",NA,0,18.0201642,47.0303297
"Bajcsy-Zsilinszky utca 13, Balatonfoldvar 8623 Hungary",NA,0,17.882791,46.853507
"Bajcsy-Zsilinszky utca 7, Pecs 7622 Hungary",NA,0,18.2298478,46.072196
"Bajkalska 22 Gps: 48.15323.17.146380, Bratislava 821 09 Slovakia",NA,0,17.1463476,48.1533449
"Bajkalska 25/A, Bratislava 821 01 Slovakia",NA,0,17.148521,48.1528474
"Bakers House 1A Quakers Friars, Bristol BS1 3DY England",0,0,-2.5887707,51.4577322
"Bakewell Road, Matlock DE4 3AZ England",0,0,-1.5699764,53.1427157
"Bakkavegur 17, Keflavik, Reykjanesbaer 230 Iceland",0,0,-22.5570835,64.0096663
"Bakkerstraat 2, 2042 HK Zandvoort The Netherlands",0,0,4.5276789,52.3719649
"Balaia Golf Village Lote 38, Albufeira 8200-594 Portugal",0,0,-8.206448,37.0947656
"Balassi Balint utca 2/b, Budapest 1055 Hungary",NA,0,19.0465915,47.5096181
"Balbinova 26, Prague 120 00 Czech Republic",NA,0,14.4356123,50.0790351
"Balcony House 27 College Road, Galway Ireland",0,0,-9.0398399,53.277944
"Bali Geropotamou, Bali, Crete 74057 Greece",0,0,24.783133,35.4149357
"Bali, Crete 740 57 Greece",0,0,24.783133,35.4149357
"Balkan Hill, Aberdyfi (Aberdovey), Snowdonia National Park LL35 0NH Wales",0,0,-4.045268,52.5464793
"Ball Street Paceville Triq Ball Paceville, Saint Julian's, Island of Malta 3124 Malta",NA,0,14.490396,35.922894
"Balmes, 60. Entresuelo, 08007 Barcelona Spain",0,0,2.1626257,41.3895887
"Balsaryi Ter 7, Tapolca 8300 Hungary",NA,0,17.4431024,46.8862768
"Baltimore Hill, Baltimore P81 NW27 Ireland",0,0,-9.368593,51.4795948
"Bana J. Jelachica 85, Orebic 20250 Croatia",NA,0,17.1898113,42.9924348
"Bana Jelachica 1, Crikvenica 51260 Croatia",NA,0,14.6842868,45.1792049
"Bana Josipa Jelachica 39a, Supetar, Brac Island 21400 Croatia",NA,0,16.546635,43.3809541
"Banavie, Fort William PH33 7LY Scotland",0,0,-5.0933474,56.8472872
"Banchory Lodge Dee Street Dee Street, Banchory AB31 5HS Scotland",0,0,-2.4915135,57.0491217
"Banderitza Str. 51, Bansko 2270 Bulgaria",NA,0,23.485653,41.8404241
"Banegaardsvej 34, Grindsted, Billund 7200 Denmark",0,0,8.9317235,55.7580151
"Banff AB45 1AE Scotland",0,0,-2.5230217,57.6638164
"Banio Marinov Str 2A, Bansko 2770 Bulgaria",NA,0,23.485653,41.8404241
"Banjol 323, Rab Town 51280 Croatia",NA,0,14.7677318,44.7553447
"Bank Street, Fort William PH33 6AY Scotland",0,0,-5.1088746,56.8183105
"Bank utca 7, Budapest 1054 Hungary",NA,0,19.0539173,47.5033453
"Bankete bb, Hvar, Hvar Island 21450 Croatia",NA,0,16.4409542,43.1728795
"Banomkerti ut 59., Hajduszoboszlo 4200 Hungary",NA,0,21.410886,47.4581046
"Banski Suhodol str. 3 Asanica Area, Bansko 2770 Bulgaria",NA,0,23.3909172,41.7842591
"Baraniaka 77, Poznan 61-131 Poland",NA,0,16.9719692,52.4000216
"Barbati 490 83 Greece",0,0,19.8683523,39.7176176
"Barborska 11, Kutna Hora 284 01 Czech Republic",NA,0,15.2647904,49.9470585
"Bardelebenstr. 6, 56073 Koblenz, Rhineland-Palatinate Germany",0,0,7.5862211,50.3577519
"Barfuesserstr. 9, 99084, Erfurt, Thuringia Germany",0,1,11.0307249,50.975349
"Barnes Fell Lower Gale, Ambleside LA22 0BD England",0,0,-2.9611095,54.4299267
"Barnhemsgatan 23, Molndal, Gothenburg 43131 Sweden",0,1,12.0148152,57.6537283
"Baross utca 108, Budapest 1082 Hungary",NA,0,19.082033,47.4890866
"Baross utca 3, Budapest 1082 Hungary",NA,0,19.063497,47.489257
"Barranco de la Verga S/N Gc-500, 35120 Arguineguin, Mogan, Gran Canaria Spain",0,1,-15.6983441,27.7725051
"Barrenkale 3, 48300 Gernika-Lumo Spain",0,0,-2.92534,43.2566117
"Barrio Calatrava, Bala Roja 1, 07001 Palma de Mallorca, Majorca Spain",0,1,2.655257,39.5656505
"Barrio Corrobarceno 13, 39670 Puente Viesgo Spain",0,0,-3.9577175,43.2928961
"Barrio El Palacio s/n, 33554 Arenas de Cabrales, Cabrales Municipality Spain",0,0,-4.8159918,43.3025538
"Bartok Bela utca 5, Budapest 1191 Hungary",NA,1,19.1499839,47.4612287
"Bartola Kasica 9, Podstrana 21312 Croatia",NA,0,16.5448959,43.4916817
"Barvirska 41/6, Trutnov 541 01 Czech Republic",NA,0,15.9104882,50.5614064
"Baseler Str. 21 Eingang Karlsruher Strasse 8 / Rückseite, 60329 Frankfurt, Hesse Germany",0,0,8.66436,50.10465
"Basili Zaousi, Metsovo 442 00 Greece",0,0,21.1829578,39.7696745
"Basilica Complex, Paphos 8128 Cyprus",NA,0,32.4132776,34.7568079
"Baska Voda 21320 Croatia",NA,0,16.9712791,43.3601887
"Baslerstrasse 162, 79539 Lorrach, Baden-Wurttemberg Germany",0,0,7.6609639,47.6109442
"Bastova 1A/3143, Levoca 054 01 Slovakia",NA,0,20.5874947,49.0288174
"Bastya utca 1, Papa 8500 Hungary",NA,0,17.4644564,47.3272831
"Bastya utca 33, Budapest 1056 Hungary",NA,0,19.0605116,47.4896317
"Bath Road Heathrow Airport, Hayes UB3 5AN England",1,1,-0.4542955,51.4700223
"Bath Road, Bournemouth BH1 2EW England",0,0,-1.8730036,50.717654
"Bathory ut 40, Balatonfoldvar 8600 Hungary",NA,0,17.891253,46.857633
"Batsi Greece",0,0,24.7863753,37.8560041
"Batthyany Lajos Utca 9/A corner of Jokai Park, Siofok 8600 Hungary",NA,0,18.0512929,46.9084109
"Batthyany utca 1-7, Kecskemet 6000 Hungary",NA,0,19.691982,46.905017
"Batthyany utca 18, Debrecen 4024 Hungary",NA,0,21.6292882,47.5279017
"Battlefield Roundabout Junction A49 and A53, Shrewsbury SY4 3EP England",0,0,-2.7173648,52.7482004
"Bautzner Str. 134, 01099 Dresden, Saxony Germany",0,0,13.801166,51.065647
"Bay Street Tourist Complex St George's Bay, Saint Julian's, Island of Malta STJ 3311 Malta",NA,1,14.487619,35.924749
"Bayenstr. 51, 50678 Cologne, North Rhine-Westphalia Germany",1,1,6.9636062,50.926747
"Bayerstr. 10, 80335 Munich, Bavaria Germany",0,0,11.5595121,48.1395153
"Bayerstr. 31, 80335 Munich, Bavaria Germany",0,1,11.55991,48.139037
"Bayerstr. 7, 80335 Munich, Bavaria Germany",0,0,11.563229,48.13912
"Bayreuther Str. 10, 10789 Berlin Germany",0,0,13.3427483,52.500454
"Baznica Street 11, Kuldiga 3301 Latvia",NA,0,21.9734854,56.965105
"Baznicas iela 33, Riga 1010 Latvia",NA,0,24.1217388,56.9583772
"Bd Ferdinand I No 1, Bucharest 024057 Romania",NA,0,26.116945,44.438415
"Bd Ferdinand, Sinaia 106100 Romania",NA,0,25.548762,45.3613981
"Bd Front de mer L'Ayguade, 83400, Hyeres France",0,0,6.1758912,43.1054512
"Bd. Carol 1 No. 8, Sinaia 106100 Romania",NA,0,25.549496,45.3517045
"Bdin St 2, Vidin 3700 Bulgaria",NA,0,22.8791866,43.9861294
"Bdl. Mamaia Zona Cazino, Constanta 900501 Romania",NA,0,28.6285535,44.2247171
"Bdul 1 Decembrie 1918 Nr.120A, Cluj-Napoca 400375 Romania",NA,0,23.5569097,46.7683126
"Bdul Eroilor, nr 27, Brasov 500030 Romania",NA,0,25.5903314,45.64533
